datetime,Open,Low,High,Close,Volume,VWAP
2020-06-03 09:15:00,980.0,975.9500122070312,1000.0,993.2999877929688,0.0,
2020-06-03 09:16:00,993.5,985.0499877929688,996.9500122070312,986.0,5206.0,989.3333333333333
2020-06-03 09:17:00,989.7000122070312,986.5499877929688,995.0,987.0,2171.0,989.3872858659137
2020-06-03 09:18:00,986.5499877929688,986.5,990.75,990.1500244140625,2885.0,989.3158933909278
2020-06-03 09:19:00,990.0999755859375,990.0999755859375,1004.5999755859375,1004.5999755859375,5347.0,992.8958891730653
2020-06-03 09:20:00,1004.9000244140625,1000.0999755859375,1005.9000244140625,1001.0499877929688,5641.0,995.4055652305452
2020-06-03 09:21:00,1001.0499877929688,992.0,1004.9000244140625,993.4500122070312,4958.0,995.6662121618672
2020-06-03 09:22:00,993.4500122070312,992.0,999.0999755859375,992.2999877929688,3714.0,995.5173197981853
2020-06-03 09:23:00,992.0,992.0,995.9500122070312,994.0,2128.0,995.4154691105613
2020-06-03 09:24:00,994.5,992.0,994.5,994.0,1326.0,995.3393691572833
2020-06-03 09:25:00,993.0,992.2999877929688,994.5,992.2999877929688,1866.0,995.2172683107638
2020-06-03 09:26:00,993.0,993.0,997.0,997.0,1752.0,995.2385513815196
2020-06-03 09:27:00,997.0,996.8499755859375,1002.0,1002.0,3172.0,995.6369485965112
2020-06-03 09:28:00,1000.0,999.2999877929688,1008.8499755859375,1006.4000244140625,4345.0,996.5362923692485
2020-06-03 09:29:00,1007.7999877929688,1004.5499877929688,1009.0,1006.0,3103.0,997.1867121789421
2020-06-03 09:30:00,1006.0,1005.0,1007.0,1006.9500122070312,1617.0,997.4865871151864
2020-06-03 09:31:00,1006.0,1004.5499877929688,1006.9500122070312,1005.0,2591.0,997.8872422960854
2020-06-03 09:32:00,1004.5499877929688,994.8499755859375,1005.9000244140625,996.5,4475.0,997.9823185415636
2020-06-03 09:33:00,998.0,996.7999877929688,1000.0,1000.0,720.0,997.994327726901
2020-06-03 09:34:00,999.9500122070312,998.0,1000.0,998.0,1324.0,998.0095858945061
2020-06-03 09:35:00,998.0,997.0,999.0499877929688,998.6500244140625,1076.0,998.0136378766397
2020-06-03 09:36:00,998.6500244140625,996.0499877929688,998.6500244140625,997.5499877929688,1053.0,998.0032424626476
2020-06-03 09:37:00,997.7000122070312,997.25,998.4500122070312,998.0,422.0,998.0025269893159
2020-06-03 09:38:00,997.2999877929688,995.0,998.4500122070312,995.0,1351.0,997.962317512502
2020-06-03 09:39:00,996.7000122070312,992.0,996.7000122070312,992.0,1376.0,997.8672451290172
2020-06-03 09:40:00,992.0,991.0,993.0,992.9000244140625,1952.0,997.7015126160705
2020-06-03 09:41:00,991.1500244140625,991.0,992.7000122070312,992.0,604.0,997.6485604262341
2020-06-03 09:42:00,992.0,992.0,993.0,992.0,532.0,997.6061705599019
2020-06-03 09:43:00,991.5499877929688,988.4000244140625,992.9500122070312,988.4000244140625,2624.0,997.3151433883561
2020-06-03 09:44:00,988.0499877929688,981.75,988.0499877929688,982.5499877929688,1847.0,996.9726555194095
2020-06-03 09:45:00,984.2000122070312,979.4000244140625,985.7999877929688,985.7999877929688,2180.0,996.577237764032
2020-06-03 09:46:00,984.7999877929688,984.0,986.5499877929688,986.5,860.0,996.4510047570828
2020-06-03 09:47:00,986.0,983.0,987.0,984.9500122070312,920.0,996.3105930617174
2020-06-03 09:48:00,982.0,980.0,983.0,983.0,1304.0,996.0664731622842
2020-06-03 09:49:00,980.1500244140625,979.8499755859375,982.9500122070312,981.1500244140625,1374.0,995.8060353534254
2020-06-03 09:50:00,981.1500244140625,976.0,981.1500244140625,979.6500244140625,1010.0,995.5898451039964
2020-06-03 09:51:00,977.0999755859375,974.0,978.7999877929688,976.0,1878.0,995.1401903564386
2020-06-03 09:52:00,976.0,976.0,979.7999877929688,978.0,1766.0,994.771725257752
2020-06-03 09:53:00,976.4000244140625,976.0,982.0999755859375,982.0999755859375,1091.0,994.5797309460511
2020-06-03 09:54:00,983.0,981.5,984.7999877929688,984.0,2323.0,994.2782418315868
2020-06-03 09:55:00,983.0,981.0499877929688,983.9500122070312,983.0,195.0,994.2519374233437
2020-06-03 09:56:00,983.5499877929688,981.0,985.0,983.4000244140625,2011.0,993.9981118306607
2020-06-03 09:57:00,980.75,980.75,986.0,983.0499877929688,820.0,993.899137717838
2020-06-03 09:58:00,984.3499755859375,982.0,985.0,983.5,495.0,993.8415618197303
2020-06-03 09:59:00,983.5,982.0999755859375,984.0,982.25,335.0,993.8002813509406
2020-06-03 10:00:00,982.25,982.25,983.1500244140625,983.0,64.0,993.7924418617683
2020-06-03 10:01:00,983.1500244140625,977.0,983.1500244140625,980.0,4393.0,993.1515455344072
2020-06-03 10:02:00,980.0,980.0,985.0999755859375,985.0999755859375,2220.0,992.9270159678454
2020-06-03 10:03:00,985.0999755859375,983.0,985.5499877929688,985.5499877929688,638.0,992.8729348655884
2020-06-03 10:04:00,985.5499877929688,983.0,985.5499877929688,983.0,174.0,992.8567875085795
2020-06-03 10:05:00,985.9500122070312,980.0,985.9500122070312,985.4000244140625,3087.0,992.5775726738983
2020-06-03 10:06:00,986.3499755859375,976.2000122070312,986.3499755859375,982.5999755859375,1182.0,992.4510913114157
2020-06-03 10:07:00,984.9000244140625,981.7999877929688,984.9000244140625,984.5,90.0,992.4433679794098
2020-06-03 10:08:00,982.9500122070312,982.9500122070312,985.0,985.0,299.0,992.4195191814682
2020-06-03 10:09:00,983.0499877929688,983.0499877929688,984.0,983.0499877929688,47.0,992.4153450643859
2020-06-03 10:10:00,984.0,982.0,984.5,984.5,449.0,992.3769777905163
2020-06-03 10:11:00,984.0,984.0,989.0,989.0,1127.0,992.3220634121641
2020-06-03 10:12:00,987.9500122070312,987.0,992.0,992.0,729.0,992.3081551414836
2020-06-03 10:13:00,992.0,988.0999755859375,992.0,991.6500244140625,2274.0,992.2713310468497
2020-06-03 10:14:00,991.6500244140625,990.0999755859375,991.6500244140625,991.0,435.0,992.265821088689
2020-06-03 10:15:00,991.0,990.0,991.5,990.0,339.0,992.260241537121
2020-06-03 10:16:00,990.0499877929688,990.0,991.0,990.0,131.0,992.2578916053155
2020-06-03 10:17:00,990.0,990.0,994.0,993.0499877929688,1265.0,992.2589636402425
2020-06-03 10:18:00,993.0499877929688,993.0,996.0,995.0,936.0,992.2795222115918
2020-06-03 10:19:00,994.6500244140625,990.2999877929688,994.9500122070312,992.2000122070312,943.0,992.281260582143
2020-06-03 10:20:00,991.4500122070312,991.4500122070312,993.7999877929688,993.75,172.0,992.2823769798156
2020-06-03 10:21:00,992.2999877929688,990.0,992.4000244140625,990.0,444.0,992.2764569977529
